title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
"NHÀ ĐẦU NGUYỄN PHÚC CHU P15 TB 46,5M GIÁ CHỈ 5,1 TỶ","5,1 tỷ","109,68 triệu/m²",46.5 m²,,,,"Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,Hiện trạng khác,,,
Bán nhà phố lê gia định phường phố Huế quận Hai bà Trưng Hà Nội,"11,2 tỷ","339,39 triệu/m²",33 m²,,,,"Lê Gia Định, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,4 phòng,Nội thất cao cấp,,,,5,,,,,
Nhà đẹp 5*12m 3PN hẻm thông 4m 3/ ngắn Chợ 1A Ấp 1 Vĩnh Lộc B,"2,1 tỷ",35 triệu/m²,60 m²,120 m²,,,"Đường 1A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3 phòng,2 phòng,,,,,,,Hẻm xe hơi,5 m,12 m,
NHÀ ĐẸP GIÁ TỐT NGAY NGUYỄN VĂN NGHI 🏠 3 tỏi 8,"3,8 tỷ","139,71 triệu/m²",27.2 m²,,,,"Đường Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Hoàn thiện cơ bản,Đông Nam,,,2,,,2.6 m,12 m,
"Bán nhà diện tích đẹp 56m2, Đường Thống Nhất - Gò Vấp. 2 tầng, 2 pn","4,999 tỷ","89,27 triệu/m²",56 m²,,,,"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,3 phòng,,,,,2,,,4 m,14 m,
"bán nhà nát 4*24m, Nguyễn Văn Quá, đường 6m, quận 12, C4, 5.4$","5,4 tỷ","52,94 triệu/m²",102 m²,,,,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,,,,,,,Hẻm xe hơi,4 m,24 m,
"HẺM 41, VÕ TRƯỜNG TOẢN - KẾ ĐH KỸ THUẬT CÔNG NGHỆ","2,59 tỷ","51,80 triệu/m²",50 m²,150 m²,,,"Đường Võ Trường Toản, Phường An Hòa, Quận Ninh Kiều, Cần Thơ",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,Nội thất cao cấp,Tây Bắc,,,2,,Nhà nở hậu,3.5 m,13.5 m,
"BÁN NHÀ MỚI 2 LẦU - HẺM 657 BA ĐÌNH, P9,Q8","1,95 tỷ","121,88 triệu/m²",16 m²,48 m²,,,"Đường Ba Đình, Phường 9, Quận 8, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,2 phòng,3 phòng,Hoàn thiện cơ bản,,,,3,,Nhà nở hậu,4 m,4 m,
"BÁN NHÀ MỚI 4,2 X 12 2 TỶ 590TR SHR","2,59 tỷ","51,80 triệu/m²",50 m²,150 m²,,,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,,Nội thất đầy đủ,,,,3,,Hẻm xe hơi,4.2 m,12 m,
"Bán nhà 4.6x18m, 3 tầng, đường 6m, 5.7 tỷ, Song Hành, Cầu Tham Lương.","5,7 tỷ","63,33 triệu/m²",90 m²,90 m²,,,"Đường Song Hành, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,,,,3,,Hẻm xe hơi,4.6 m,18 m,
SIÊU PHẨM MP Xuân La Tây Hồ vier hè oto KD thag máy 115m x6T 65ty (TL),65 tỷ,"565,22 triệu/m²",115 m²,115 m²,,,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",,"Nhà mặt phố, mặt tiền",Đã có sổ,,6 phòng,6 phòng,Nội thất cao cấp,,,,6,,Nhà nở hậu,5 m,23 m,
💥 NAM VIỆT Á – MẶT TIỀN ĐOÀN KHUÊ – NHÀ 3 TẦNG – 6PN – DÒNG TIỀN SẴN 💥,12 tỷ,120 triệu/m²,100 m²,,,,"Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",,"Nhà mặt phố, mặt tiền",Đã có sổ,,6 phòng,6 phòng,Nội thất đầy đủ,,,,2,,,5 m,20 m,
"CĂN GÓC KINH DOANH_ 3 TẦNG_HẺM XE HƠI_ PHAN ANH, Q.TÂN PHÚ","4,5 tỷ","93,75 triệu/m²",48 m²,48 m²,,,"Đường Phan Anh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,3 phòng,Nội thất đầy đủ,,,,3,,Hẻm xe hơi,4 m,12 m,
"Bán nhà Nguyễn Văn Quá, 4.5x28m, Hẻm Ô tô, 5.1 tỷ, 2 tầng, Quận 12","5,1 tỷ",51 triệu/m²,100 m²,,,,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,Hẻm xe hơi,,,
"Bán nhà 5*16m, P.Tân Hưng Thuận_ thông Trường Chinh, 2 mặt hẻm, 4.5 tỷ","4,5 tỷ","52,94 triệu/m²",85 m²,85 m²,,,"Đường Đông Hưng Thuận 5, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,,5 m,16 m,
bán nhà c4  sát làng  ĐHQG  —siêu thị go - ql1k giá tốt,"3,1 tỷ","47,69 triệu/m²",65 m²,,,,"Đường Tân Hòa, Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,1 phòng,Nội thất đầy đủ,,,,1,,Hẻm xe hơi,3.6 m,18 m,
"Bán nhà Phan Văn Hớn, Cấp 4, 5x21m, Hẻm ô tô, 5.85 tỷ, quận 12","5,85 tỷ","54,17 triệu/m²",108 m²,108 m²,,,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,,,,,,,Hẻm xe hơi,5 m,21 m,
Phân Lô - ô tô tránh - gara oto - Thanh Xuân,"14,5 tỷ","284,31 triệu/m²",51 m²,65 m²,,,"Ngõ 93 Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,5 phòng,Hoàn thiện cơ bản,,,,5,,Hẻm xe hơi,5.2 m,,
"Bán nhà HXH, Gần Trường Chinh, 5x23m Quận 12, Cấp 4, nhỉnh 6 tỷ.","6,65 tỷ","60,45 triệu/m²",110 m²,110 m²,,,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,,,Hẻm xe hơi,5 m,23 m,
"Bán nhà Nguyễn Văn Quá, hẻm Ô tô, 5.1*26m, 2 tầng, chỉ 6.5 tỷ, quận 12","6,45 tỷ","53,75 triệu/m²",120 m²,120 m²,,,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,Hẻm xe hơi,5.1 m,26 m,
Bán nhà Hoàng Hoa Thám 57m2 vị trí đẹp cách phố vài bước chân 9.9 tỷ,"9,9 tỷ","173,68 triệu/m²",57 m²,,,,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,4 phòng,Nội thất đầy đủ,,,,5,,,,,
1%🌹 gửi Ae Môi giới .Bán biệt thư Đặng Thuỳ Trâm . Trệt 2 lầu tum.,33 tỷ,"137,50 triệu/m²",240 m²,350 m²,,,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",,Nhà biệt thự,Đã có sổ,,5 phòng,5 phòng,,Đông Nam,,,4,,Hẻm xe hơi,15 m,16 m,
"bán nhà 5*21, gần phan văn hớn, quận 12, hxh, 5.2tỷ, 1 tầng","5,15 tỷ",50 triệu/m²,103 m²,103 m²,,,"Đường Tân Thới Nhất 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,1 phòng,Hoàn thiện cơ bản,,,,,,Hẻm xe hơi,5 m,21 m,
"Nhà 3 tầng mới 100%, có sân đỗ ô tô, 3pn, 3wc, hoàn công đầy đủ.","6,8 tỷ","91,89 triệu/m²",74 m²,,,,"Đường số 2, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,Nội thất đầy đủ,,,,4,,Hẻm xe hơi,4 m,18.5 m,
Bán gấp nhà khu dân cư Phú Gia 2 Trảng Dài,"5,99 tỷ","70,47 triệu/m²",85 m²,240 m²,,,"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Nhà phố liền kề,Đã có sổ,,4 phòng,3 phòng,Nội thất đầy đủ,Đông Nam,,,3,L2,,5 m,17 m,
"Nhà 3 tầng HXH, 60m2, 3 phòng ngủ đường Lý Thường Kiệt, Q. Tân Bình.","6,8 tỷ","113,33 triệu/m²",60 m²,,,,"Đường Lý Thường Kiệt, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,Nội thất đầy đủ,,,,3,,"Hẻm xe hơi
Nhà nở hậu",,,
Bán nhà mặt tiền phố tây sơn quận đống đa Hà Nội,42 tỷ,875 triệu/m²,48 m²,,,,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,,,,,,6,,,6.15 m,,
Bán nhà 2 Tầng mới Mt Cần Giuộc 90m2 _ Giá rẻ An cư,"6,25 tỷ","69,44 triệu/m²",90 m²,121 m²,,,"Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê, Đà Nẵng",,"Nhà mặt phố, mặt tiền",Đã có sổ,,2 phòng,1 phòng,Hoàn thiện cơ bản,Tây Nam,,,2,,,5 m,18 m,
"NHÀ ĐẸP Ở NGAY Q12 - 4,5X18M - PHÁP LÝ CHUẨN - K.LỘ GIỚI - K.QUY HOẠCH","4,39 tỷ","58,53 triệu/m²",75 m²,75 m²,,,"Đường Tân Thới Hiệp 29, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,Nội thất đầy đủ,,,,2,,,4.5 m,18 m,
"BÁN NHÀ THẠNH LỘC 41 phường TL-Q12-HXH-dt 104m2 (7×15m2)giá 5,2 tỷ","5,2 tỷ",50 triệu/m²,104 m²,167 m²,,,"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,1,,Hẻm xe hơi,7 m,15 m,
🔥BÁN NHÀ NGANG 9M 🔥SÁT QUẬN 1 🔥HXH 8M 🔥4 TẦNG BTCT🔥 8.3 TỶ TL🔥,"8,3 tỷ","207,50 triệu/m²",40 m²,,,,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,4 phòng,Nội thất cao cấp,,,,4,,Hẻm xe hơi,,,
"bán nhà đường 12m, 4x24m, 7.1 tỷ, 2 tầng, P. Tân Hưng Thuận, quận12.","7,1 tỷ","73,96 triệu/m²",96 m²,,,,"Đường Đông Hưng Thuận 45, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,4 phòng,,,,,,,Hẻm xe hơi,,,
Nhà cấp 4,"3,45 tỷ","107,14 triệu/m²",32.2 m²,,,,"Đường Khiếu Năng Tĩnh, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,1 phòng,1 phòng,,Bắc,,,,,Hẻm xe hơi,3.1 m,10.4 m,
"[QUẬN 1] NHÀ MỚI TINH NHỎ NHẮN HẺM TRẦN HƯNG ĐẠO, 18,6 M2. 2 TẦNG 2PN.","4,65 tỷ",250 triệu/m²,18.6 m²,,,,"Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,2,,,3.1 m,6 m,
"NHÀ PHỐ HIỆN ĐẠI - ĐỦ NỘI THẤT HẺM 3,5M HUỲNH TẤN PHÁT PHÚ THUẬN Q7","6,79 tỷ","111,68 triệu/m²",60.8 m²,180 m²,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,5 phòng,Nội thất cao cấp,Đông Nam,,,3,,,4 m,15 m,
CHÍNH CHỦ TÂN BÌNH NGAY NHÀ GA T3 TSN CHỈ NHỈNH 1 TỶ,"1,45 tỷ",145 triệu/m²,10 m²,,,,"Đường Cộng Hòa, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,"Hẻm xe hơi
Nhà nở hậu",,,
"NHÀ HXH QUẬN 11 - 52m2, GIÁ 5.8 tỷ - gần Đầm Sen - 4x13 - Hòa Bình","5,8 tỷ","111,54 triệu/m²",52 m²,,,,"Đường Hòa Bình, Phường 5, Quận 11, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,2,,"Hẻm xe hơi
Nhà nở hậu",4 m,13 m,
Nhà 2 Mặt Tiền Khu Trung Tâm Hành Chính Quận 12,"7,55 tỷ","125,83 triệu/m²",60 m²,265 m²,,,"Hẻm 158 Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,6 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,Nam,,,4,,"Nhà nở hậu
Hẻm xe hơi",4.5 m,13.5 m,
"Bán nhà cấp 4, Trường Chinh, 10x21m, Hẻm 5m, 6.5 tỷ, Quận 12","6,5 tỷ","32,50 triệu/m²",200 m²,200 m²,,,"Trường chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,,,Hẻm xe hơi,10 m,21 m,
"CỰC PHẨM NHÀ MỚI ĐẸP, 59M2 KHU PHÂN LÔ (LÃ XUÂN OAI),GIÁ CÒN 7.5 TỶ","7,5 tỷ","127,12 triệu/m²",59 m²,59 m²,,,"Đường Lã Xuân Oai, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,4 phòng,Nội thất đầy đủ,,,,4,,Hẻm xe hơi,4 m,15 m,
"Bán Nhà đẹp 3PN, 3WC, Trệt+2 Lầu, đường 8m, gần Đ. Nguyễn Duy Trinh","7,2 tỷ","110,60 triệu/m²",65.1 m²,,,,"Đường Nguyễn Duy Trinh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,,,,,,,,4.78 m,13.36 m,
"HẺM XE TẢI- NGAY UBND SƠN KÌ-50M2-2 TẦNG MỚI-2,1 ti","2,1 tỷ",42 triệu/m²,50 m²,,,,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,2 phòng,1 phòng,,,,,2,,"Hẻm xe hơi
Nhà nở hậu",,,
"Bán nhà 5 tầng, Phan Văn Hớn, đường 10m, quận 12, 7.7 tỷ, 4x16m.","7,7 tỷ","128,33 triệu/m²",60 m²,60 m²,,,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,6 phòng,,,,,5,,Hẻm xe hơi,4 m,16 m,
"BÁN CHDV NGAY MẶT TIỀN DƯƠNG QUẢNG HÀM, 94M2, 20PN, 6 TẦNG","16,9 tỷ","179,79 triệu/m²",94 m²,,,,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,nhiều hơn 10 phòng,,,,,,6,,"Hẻm xe hơi
Nhà nở hậu",4 m,24 m,
"Bán nhà Song Hành, 4x20, 2 tầng, ô tô vào nhà, 7.5 tỷ, quận 12","7,5 tỷ","97,40 triệu/m²",77 m²,77 m²,,,"Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Hẻm xe hơi,4 m,,
MẶT TIỀN KD - 2 TẦNG - 50M2 - LÊ VĂN QUỚI - GIÁP TÂN PHÚ - CHỈ 3.95 TỶ,"3,95 tỷ",79 triệu/m²,50 m²,,,,"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,2,,Hẻm xe hơi,4.1 m,12.5 m,
"SIÊU PHẨM NHÀ 3 TẦNG 53M2 GÒ CÁT - CẠNH VÒNG XOAY PHÚ HỮU,CHỈ 4,950 TỶ","4,95 tỷ","93,57 triệu/m²",52.9 m²,52.9 m²,,,"Đường Gò Cát, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,5 phòng,Hoàn thiện cơ bản,,,,3,,Hẻm xe hơi,4.1 m,13.5 m,
NHÀ ĐẸP NGỌC TRỤC TỪ LIÊM 33M,6 tỷ,"181,82 triệu/m²",33 m²,33 m²,,,"Phố Ngọc Trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,4 phòng,Nội thất cao cấp,Nam,,,5,01,Nhà nở hậu,5 m,7 m,
"MÌNH BÁN NHÀ ĐẸP, RẺ,ĐƯỜNG XE TẢI THOẠI NGỌC HẦU ,Q TÂN PHÚ CHỈ 7.9 TỶ","7,9 tỷ","94,05 triệu/m²",84 m²,200 m²,,,"Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,3 phòng,Nội thất đầy đủ,,,,3,,"Hẻm xe hơi
Nhà nở hậu",4 m,21 m,
"Giáp Quận 6 - Nhà Ngang Khủng Hơn 7,3m - Diện Tích Thực Hơn 72m2/Sàn","5,39 tỷ","68,23 triệu/m²",79 m²,,,,"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,Hẻm xe hơi,,,
"Nhà mới xây 1 lầu 2 PN 100% BTCT, Giá 2,5 tỷ ở Bình Tân","2,5 tỷ","62,50 triệu/m²",40 m²,80 m²,,,"Hồ Văn Long, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,,,,1,,"Hẻm xe hơi
Nhà nở hậu",4 m,10 m,
Nhà ở Xuân Thới Sơn 4x14m 315triệu gần chợ Nhị Xuân Hóc Môn,315 triệu,"16,58 triệu/m²",19 m²,84 m²,,,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,"Hẻm xe hơi
Nhà nở hậu",4 m,14 m,
GIÁP TÊN LỬA- 100M2(5*20)-HẺM NHỰA 6M- XE HƠI NGỦ NHÀ-6PN-3WC,"10,2 tỷ",102 triệu/m²,100 m²,100 m²,,,"Đường Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,6 phòng,3 phòng,Nội thất cao cấp,,,,3,,Hẻm xe hơi,5 m,20 m,
"🔥HOT ✅NHÀ MỚI 3 TẦNG 4 Pn LÃ XUÂN OAI GẦN TRƯỜNG HỌC, CHỢ 🔥NHỈNH 4 TỶ","4,8 tỷ",96 triệu/m²,50 m²,150 m²,,,"Đường Lã Xuân Oai, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,,Nội thất đầy đủ,,,,3,,Hẻm xe hơi,,,
"✅️ BÁN NHÀ 4 TẦNG SÂN THƯỢNG, VIEW SÔNG _ ĐƯỜNG 6M🚘 CẠNH LÀNG ĐẠI HỌC","6,5 tỷ","79,27 triệu/m²",82 m²,,,,"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,5 phòng,Nội thất đầy đủ,,,,4,,"Hẻm xe hơi
Nhà nở hậu",5 m,14 m,
Sát Trung Tâm Hậu Giang Q6 - 3 Tầng - 3PN - Ngang 4m - Hoàn Công Đủ,"4,39 tỷ","75,69 triệu/m²",58 m²,,,,"Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,Nhà nở hậu,,,
Bán nhà phố kim mã quận Ba Đình hà nội,"15,5 tỷ","352,27 triệu/m²",44 m²,,,,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,4 phòng,,,,,5,,,4.2 m,,
Nhà Đẹp Đường Lớn - 3PN - DTSD Hơn 90m2 - Chỉ Nhỉnh 80triệu/m2,"4,58 tỷ","78,97 triệu/m²",58 m²,,,,"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,"Nhà nở hậu
Hẻm xe hơi",,,
🎯BÁN NHÀ 4 TẦNG SÁT MT BÙI ĐÌNH TUÝ• 34M² (4x8.5m)• 4PN/3WC 💵5.2 TỶ,"5,2 tỷ","152,94 triệu/m²",34 m²,120 m²,,,"Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,3 phòng,Nội thất đầy đủ,,,,4,,"Hẻm xe hơi
Nhà nở hậu",4 m,8.5 m,
Chủ Cần Bán Gấp Nhà Mặt Tiền Kinh Doanh 4 Tầng Trung Tâm Quận 6,"4,45 tỷ","139,06 triệu/m²",32 m²,,,,"Đường Bến Phú Lâm, Phường 9, Quận 6, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,,,,,,,,,,,
Bán Nhà Nở Hậu Đường Gia Phú Trung Tâm Quận 6 Diện Tích Thực Hơn 73m2,"4,5 tỷ","69,23 triệu/m²",65 m²,,,,"Đường Gia Phú, Phường 3, Quận 6, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,Nhà nở hậu,,,
"Nhà 135m2 , mặt tiền đường chính trường Cao Đẳng Sp","2,9 tỷ","21,48 triệu/m²",135 m²,135 m²,,,"Đường Lê Thị Riêng, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk",,"Nhà mặt phố, mặt tiền",Đã có sổ,,1 phòng,1 phòng,,Đông Nam,,,,,,5.2 m,26 m,
Chỉ với 4.5 ty Bán nhà cấp 4 mt  đường 35 hbc  thủ đức dt 78m2,"4,5 tỷ","57,69 triệu/m²",78 m²,,,,"Đường số 35, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,2 phòng,,,,,,,,Hẻm xe hơi,5 m,16 m,
Bán nhà 40m2 hẻm xe hơi trung tâm quận Tân Phú khu dân trí cao,"4,65 tỷ","125,68 triệu/m²",37 m²,37 m²,,,"Đường Cách Mạng, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Hoàn thiện cơ bản,,,,2,,Hẻm xe hơi,5.3 m,8.5 m,
🔥🔥🔥BÁN NHÀ 3 TẦNG MỚI ĐẸP - GIÁ TỐT - HẺM THOÁNG - QUẬN 7,"1,89 tỷ",90 triệu/m²,21 m²,21 m²,,,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3 phòng,2 phòng,Hoàn thiện cơ bản,,,,3,,,3 m,7 m,
Bán nhà Đồng Nai,"3,2 tỷ","9,88 triệu/m²",324 m²,,,,"Đường Liên Ấp 1-4, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,1 phòng,,,,,,,"Hẻm xe hơi
Nhà nở hậu",,,
Siêu phẩm Gò Vấp -nhà 4 tầng DT 64m2 - hẻm 7m trải nhựa-chỉ nhỉnh 7 tỷ,7 tỷ,"109,38 triệu/m²",64 m²,,,,"Đường Lê Văn Thọ, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,7 phòng,,,,,,,,Hẻm xe hơi,,,
💵💵💵BÁN NHÀ ĐẸP 1 LẦU - SÁT MẶT TIỀN ĐƯỜNG NGUYỄN THỊ THẬP - QUẬN 7,"1,45 tỷ","80,56 triệu/m²",18 m²,18 m²,,,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,2 phòng,1 phòng,Hoàn thiện cơ bản,,,,2,,,3 m,6 m,
